product_id,product_name,product_type,unit_size,brand,supplier,price,date_received,batch_number,expiration_date
P0664,Gas Tank 11kg,Beverage,11kg,Sanicare,AquaLife Corp.,751.41,2020-01-10,BATCH-7164,2021-03-09
P0324,Isopropyl Alcohol 500ml,Non-perishable,500ml,PrimeGas,SafeMeds Inc.,721.42,2017-05-19,BATCH-6018,2019-05-04
P0278,Paper Towels,Dry Goods,11kg,PrimeGas,Global Supply Ltd.,1304.2,2023-12-14,BATCH-3762,2025-01-02
P0429,Isopropyl Alcohol 500ml,Consumable,1 box,SafePlus,SafeMeds Inc.,506.5,2017-10-19,BATCH-7320,2020-03-03
P0105,IV Fluid 1L,Consumable,25kg,SafePlus,AquaLife Corp.,794.12,2019-12-16,BATCH-6478,2021-04-28
P0037,Powdered Milk 1kg,Beverage,1 pack,MediHealth,AquaLife Corp.,349.04,2017-08-23,BATCH-7306,2018-04-15
P0802,Canned Tuna 155g,Dry Goods,1kg,Nestle,SafeMeds Inc.,1434.68,2017-07-30,BATCH-6469,2020-05-05
P0695,Canned Tuna 155g,Dry Goods,155g,Dole,Global Supply Ltd.,505.72,2021-12-06,BATCH-8136,2023-06-07
P0293,Medical Gloves Box,Consumable,25kg,PrimeGas,Global Supply Ltd.,945.26,2024-06-03,BATCH-5496,2026-12-12
P0798,Rice 25kg,Consumable,11kg,Dole,FoodLine Services,66.85,2023-01-25,BATCH-2289,2025-05-11
P0766,Bottled Water 500ml,Beverage,1 box,Dole,MediCare Distributors,902.22,2020-10-19,BATCH-1489,2021-11-25
P0633,Canned Tuna 155g,Non-perishable,1 pack,Nestle,Global Supply Ltd.,1400.95,2020-12-31,BATCH-2205,2022-03-21
P0895,Isopropyl Alcohol 500ml,Perishable,250ml,SafePlus,SafeMeds Inc.,586.64,2020-06-02,BATCH-6665,2022-03-05
P0010,Isopropyl Alcohol 500ml,Consumable,500ml,Generic,SafeMeds Inc.,221.34,2024-02-09,BATCH-5215,2025-06-13
P0949,Powdered Milk 1kg,Perishable,1 box,Generic,SafeMeds Inc.,1297.91,2018-01-20,BATCH-7060,2020-06-21
P0146,Rice 25kg,Beverage,500ml,Dole,FreshHarvest Co.,846.63,2022-07-20,BATCH-6275,2025-02-18
P0202,Rice 25kg,Beverage,11kg,Dole,FreshHarvest Co.,977.87,2021-02-02,BATCH-6289,2023-06-12
P0533,Powdered Milk 1kg,Non-perishable,500ml,Nestle,FreshHarvest Co.,1121.81,2018-10-28,BATCH-9412,2019-07-03
P0259,Hand Sanitizer 250ml,Perishable,11kg,Dole,AquaLife Corp.,591.0,2019-08-31,BATCH-1413,2021-08-06
P0245,Rice 25kg,Dry Goods,25kg,MediHealth,AquaLife Corp.,1055.62,2024-05-19,BATCH-4332,2027-03-07
P0305,Gas Tank 11kg,Perishable,1 box,PrimeGas,Global Supply Ltd.,557.72,2023-02-12,BATCH-4587,2023-11-01
P0714,Isopropyl Alcohol 500ml,Dry Goods,155g,MediHealth,Global Supply Ltd.,656.12,2023-12-09,BATCH-8300,2024-06-09
P0346,Paper Towels,Beverage,1L,Nestle,SafeMeds Inc.,632.91,2020-07-22,BATCH-8451,2022-06-22
P0710,Powdered Milk 1kg,Beverage,500ml,Sanicare,AquaLife Corp.,171.36,2023-03-12,BATCH-3802,2025-03-05
P0041,IV Fluid 1L,Beverage,155g,Sanicare,FreshHarvest Co.,1374.19,2021-12-03,BATCH-4801,2023-06-24
P0222,Bottled Water 500ml,Beverage,11kg,MediHealth,FoodLine Services,331.26,2021-12-02,BATCH-2013,2023-07-23
P0040,Gas Tank 11kg,Consumable,1 box,Nestle,FoodLine Services,907.68,2018-05-07,BATCH-7090,2019-02-15
P0744,Powdered Milk 1kg,Dry Goods,11kg,Sanicare,Global Supply Ltd.,783.03,2019-08-06,BATCH-1923,2021-01-18
P0222,Rice 25kg,Non-perishable,11kg,PrimeGas,FreshHarvest Co.,1211.0,2019-01-30,BATCH-1857,2020-04-17
P0907,Canned Tuna 155g,Consumable,155g,MediHealth,FreshHarvest Co.,519.73,2017-01-20,BATCH-5460,2018-04-14
P0785,Powdered Milk 1kg,Perishable,1L,Dole,FreshHarvest Co.,544.91,2023-07-14,BATCH-6802,2025-04-02
P0693,Rice 25kg,Consumable,1 box,Sanicare,AquaLife Corp.,653.0,2023-09-15,BATCH-3043,2025-08-31
P0492,Paper Towels,Beverage,1kg,MediHealth,FoodLine Services,508.16,2022-06-29,BATCH-5749,2023-07-12
P0521,Rice 25kg,Beverage,1 pack,Sanicare,MediCare Distributors,535.52,2020-08-01,BATCH-9910,2022-06-07
P0676,Medical Gloves Box,Consumable,1 box,PrimeGas,MediCare Distributors,312.9,2021-06-09,BATCH-7459,2023-07-13
P0790,Canned Tuna 155g,Dry Goods,250ml,PrimeGas,Global Supply Ltd.,1039.54,2022-01-14,BATCH-2414,2023-03-24
P0764,Powdered Milk 1kg,Consumable,500ml,SafePlus,AquaLife Corp.,1318.64,2021-07-29,BATCH-5404,2023-05-18
P0814,Gas Tank 11kg,Consumable,155g,Sanicare,MediCare Distributors,329.78,2018-05-26,BATCH-9124,2020-10-01
P0435,Rice 25kg,Consumable,1kg,Nestle,FoodLine Services,932.75,2017-06-19,BATCH-5447,2019-05-29
P0400,Paper Towels,Consumable,25kg,Nestle,FreshHarvest Co.,165.87,2018-07-17,BATCH-3594,2020-10-05
P0588,Paper Towels,Non-perishable,155g,MediHealth,AquaLife Corp.,1404.49,2019-04-19,BATCH-5830,2022-04-03
P0501,Bottled Water 500ml,Dry Goods,250ml,SafePlus,FreshHarvest Co.,1402.18,2024-07-21,BATCH-7302,2025-02-13
P0296,Medical Gloves Box,Consumable,1L,PrimeGas,FreshHarvest Co.,338.36,2019-04-05,BATCH-1028,2020-10-05
P0890,Bottled Water 500ml,Consumable,250ml,Sanicare,MediCare Distributors,949.66,2021-01-15,BATCH-9640,2022-06-30
P0327,Paper Towels,Dry Goods,250ml,PrimeGas,MediCare Distributors,1105.37,2017-11-04,BATCH-7622,2018-10-24
P0387,Canned Tuna 155g,Beverage,1L,Generic,MediCare Distributors,624.64,2024-11-26,BATCH-3539,2026-10-04
P0729,IV Fluid 1L,Dry Goods,25kg,Generic,SafeMeds Inc.,1278.5,2023-07-15,BATCH-2484,2026-04-15
P0996,Isopropyl Alcohol 500ml,Dry Goods,155g,Nestle,FoodLine Services,880.33,2020-05-24,BATCH-4078,2022-07-12
P0137,Bottled Water 500ml,Dry Goods,11kg,MediHealth,MediCare Distributors,84.85,2019-03-09,BATCH-3143,2021-01-16
P0188,Powdered Milk 1kg,Beverage,250ml,SafePlus,MediCare Distributors,951.38,2021-04-27,BATCH-4764,2022-04-16
P0141,Medical Gloves Box,Beverage,1L,SafePlus,FreshHarvest Co.,121.06,2019-08-28,BATCH-4415,2021-10-11
P0126,Isopropyl Alcohol 500ml,Perishable,500ml,MediHealth,FreshHarvest Co.,669.18,2019-10-02,BATCH-6547,2022-03-16
P0875,Medical Gloves Box,Beverage,1L,MediHealth,AquaLife Corp.,1119.4,2018-10-29,BATCH-1123,2021-04-03
P0587,Bottled Water 500ml,Beverage,1L,SafePlus,FoodLine Services,47.82,2024-04-09,BATCH-5118,2026-07-15
P0727,Canned Tuna 155g,Dry Goods,500ml,Generic,AquaLife Corp.,393.35,2019-12-03,BATCH-4192,2021-07-03
P0848,Powdered Milk 1kg,Beverage,1 box,Nestle,MediCare Distributors,1466.71,2021-06-20,BATCH-6532,2022-08-08
P0563,Paper Towels,Consumable,1kg,Nestle,FoodLine Services,1268.81,2018-12-23,BATCH-5475,2019-10-28
P0546,Paper Towels,Consumable,155g,MediHealth,FoodLine Services,154.67,2018-06-17,BATCH-8966,2019-08-18
P0043,Rice 25kg,Non-perishable,11kg,Sanicare,Global Supply Ltd.,604.95,2021-07-09,BATCH-1574,2023-07-27
P0900,Isopropyl Alcohol 500ml,Perishable,25kg,Dole,MediCare Distributors,577.45,2024-08-27,BATCH-6590,2025-03-22
P0624,Bottled Water 500ml,Dry Goods,1 box,SafePlus,Global Supply Ltd.,1282.05,2019-02-05,BATCH-6449,2019-09-19
P0364,Bottled Water 500ml,Perishable,500ml,Sanicare,FreshHarvest Co.,602.29,2023-08-08,BATCH-8469,2026-04-23
P0440,Medical Gloves Box,Dry Goods,1 box,Generic,FoodLine Services,779.08,2022-12-02,BATCH-5645,2024-01-06
P0325,IV Fluid 1L,Consumable,500ml,SafePlus,AquaLife Corp.,1457.4,2018-06-25,BATCH-8244,2021-03-12
P0051,Bottled Water 500ml,Beverage,500ml,Generic,SafeMeds Inc.,463.8,2022-07-14,BATCH-4241,2025-04-28
P0042,Powdered Milk 1kg,Perishable,500ml,Nestle,FreshHarvest Co.,584.11,2017-10-30,BATCH-5054,2018-08-29
P0776,Paper Towels,Dry Goods,155g,Nestle,AquaLife Corp.,1040.78,2017-01-22,BATCH-6758,2017-09-08
P0509,Paper Towels,Beverage,1kg,Nestle,FoodLine Services,1026.15,2020-02-06,BATCH-9060,2021-12-16
P0970,Paper Towels,Consumable,1 box,Generic,FoodLine Services,1232.36,2018-11-19,BATCH-4454,2021-04-01
P0490,Canned Tuna 155g,Consumable,1kg,PrimeGas,FreshHarvest Co.,489.49,2020-04-26,BATCH-1626,2021-06-08
P0361,Paper Towels,Beverage,11kg,Nestle,FreshHarvest Co.,607.14,2024-01-07,BATCH-5581,2026-09-04
P0642,IV Fluid 1L,Dry Goods,11kg,MediHealth,AquaLife Corp.,241.92,2019-04-29,BATCH-4909,2021-02-12
P0537,Powdered Milk 1kg,Beverage,500ml,SafePlus,Global Supply Ltd.,817.78,2018-03-24,BATCH-1017,2019-06-09
P0379,Paper Towels,Perishable,1 pack,Generic,Global Supply Ltd.,468.56,2020-11-06,BATCH-5627,2022-10-18
P0654,IV Fluid 1L,Perishable,1 pack,PrimeGas,Global Supply Ltd.,789.85,2017-11-16,BATCH-4331,2019-03-06
P0558,IV Fluid 1L,Non-perishable,155g,Dole,FreshHarvest Co.,1198.68,2023-03-31,BATCH-6089,2024-02-23
P0749,Gas Tank 11kg,Perishable,155g,SafePlus,FreshHarvest Co.,390.68,2019-09-09,BATCH-7531,2022-04-27
P0284,Canned Tuna 155g,Non-perishable,1kg,Dole,SafeMeds Inc.,1428.62,2019-12-16,BATCH-8820,2021-02-03
P0360,IV Fluid 1L,Beverage,155g,PrimeGas,FoodLine Services,464.93,2018-02-09,BATCH-9832,2020-07-17
P0564,Isopropyl Alcohol 500ml,Non-perishable,11kg,PrimeGas,MediCare Distributors,1293.91,2017-04-22,BATCH-7258,2018-02-24
P0636,Canned Tuna 155g,Dry Goods,11kg,MediHealth,FreshHarvest Co.,333.56,2024-01-03,BATCH-3173,2025-07-04
P0375,Powdered Milk 1kg,Beverage,1kg,Sanicare,Global Supply Ltd.,1120.93,2021-07-11,BATCH-3091,2023-04-16
P0245,Rice 25kg,Beverage,250ml,MediHealth,SafeMeds Inc.,253.85,2017-03-05,BATCH-3807,2019-05-13
P0094,Rice 25kg,Consumable,1 box,MediHealth,FoodLine Services,333.77,2019-10-12,BATCH-2130,2022-07-10
P0804,Rice 25kg,Beverage,155g,PrimeGas,MediCare Distributors,179.56,2019-11-27,BATCH-4282,2022-06-10
P0602,Hand Sanitizer 250ml,Dry Goods,25kg,Nestle,SafeMeds Inc.,591.69,2024-08-05,BATCH-8893,2025-07-17
P0151,Bottled Water 500ml,Dry Goods,1 pack,MediHealth,SafeMeds Inc.,239.48,2023-06-28,BATCH-7027,2025-05-03
P0882,Rice 25kg,Dry Goods,250ml,SafePlus,MediCare Distributors,70.59,2019-09-12,BATCH-5771,2020-04-01
P0649,Hand Sanitizer 250ml,Consumable,500ml,SafePlus,Global Supply Ltd.,137.31,2017-02-24,BATCH-6059,2018-05-29
P0041,Hand Sanitizer 250ml,Beverage,1kg,PrimeGas,AquaLife Corp.,684.34,2024-10-31,BATCH-1738,2027-05-14
P0094,Powdered Milk 1kg,Beverage,1 pack,Nestle,FreshHarvest Co.,986.4,2024-12-17,BATCH-9749,2026-03-01
P0936,Gas Tank 11kg,Dry Goods,25kg,Generic,SafeMeds Inc.,243.08,2024-08-18,BATCH-8015,2025-11-25
P0971,IV Fluid 1L,Dry Goods,155g,Dole,Global Supply Ltd.,735.6,2019-11-13,BATCH-3674,2020-06-08
P0671,Gas Tank 11kg,Beverage,1L,Nestle,AquaLife Corp.,792.19,2020-07-30,BATCH-3504,2022-03-25
P0788,Powdered Milk 1kg,Dry Goods,25kg,Sanicare,Global Supply Ltd.,52.07,2023-01-02,BATCH-2167,2024-05-11
P0488,Rice 25kg,Dry Goods,1 pack,Dole,MediCare Distributors,451.54,2024-06-09,BATCH-6491,2025-04-19
P0254,Canned Tuna 155g,Consumable,1L,Dole,MediCare Distributors,310.41,2023-07-12,BATCH-3205,2024-07-11
P0446,Isopropyl Alcohol 500ml,Beverage,1 box,SafePlus,FoodLine Services,1108.48,2023-03-03,BATCH-9332,2024-01-29
P0311,Hand Sanitizer 250ml,Dry Goods,1kg,Generic,FreshHarvest Co.,178.79,2022-05-17,BATCH-3822,2023-05-21
P0960,Hand Sanitizer 250ml,Dry Goods,250ml,Sanicare,Global Supply Ltd.,894.59,2023-01-17,BATCH-2458,2025-12-10
P0333,Gas Tank 11kg,Perishable,155g,Dole,MediCare Distributors,194.24,2018-03-08,BATCH-7684,2018-11-13
P0679,Canned Tuna 155g,Beverage,500ml,Dole,AquaLife Corp.,1469.9,2019-03-26,BATCH-1923,2021-12-03
P0283,IV Fluid 1L,Non-perishable,1 box,Nestle,MediCare Distributors,917.75,2018-08-05,BATCH-4102,2019-02-26
P0703,Rice 25kg,Beverage,250ml,SafePlus,AquaLife Corp.,235.58,2022-02-16,BATCH-4160,2023-01-06
P0102,IV Fluid 1L,Perishable,11kg,Nestle,FoodLine Services,198.52,2024-02-05,BATCH-7233,2026-08-10
P0181,Powdered Milk 1kg,Non-perishable,250ml,Nestle,MediCare Distributors,242.76,2022-09-30,BATCH-9424,2025-01-13
P0789,Bottled Water 500ml,Consumable,1 pack,Dole,Global Supply Ltd.,885.83,2024-07-14,BATCH-5613,2026-09-08
P0825,Rice 25kg,Non-perishable,1L,MediHealth,FreshHarvest Co.,261.45,2017-10-15,BATCH-9999,2019-09-07
P0257,Hand Sanitizer 250ml,Dry Goods,25kg,Sanicare,Global Supply Ltd.,637.84,2023-08-05,BATCH-6527,2025-12-02
P0601,Rice 25kg,Perishable,250ml,Generic,MediCare Distributors,1376.69,2024-05-31,BATCH-6342,2026-05-30
P0029,IV Fluid 1L,Dry Goods,25kg,Sanicare,FreshHarvest Co.,1356.46,2022-05-05,BATCH-4106,2024-01-16
P0553,Bottled Water 500ml,Dry Goods,11kg,PrimeGas,Global Supply Ltd.,824.84,2018-12-11,BATCH-2340,2020-08-02
P0939,Bottled Water 500ml,Perishable,1L,Dole,Global Supply Ltd.,1202.76,2020-05-28,BATCH-7268,2023-04-20
P0702,Hand Sanitizer 250ml,Non-perishable,1kg,MediHealth,MediCare Distributors,1442.02,2022-12-19,BATCH-1984,2024-06-14
P0884,Bottled Water 500ml,Dry Goods,11kg,MediHealth,FoodLine Services,240.79,2020-07-14,BATCH-4233,2021-12-03
P0608,IV Fluid 1L,Non-perishable,1 pack,MediHealth,SafeMeds Inc.,653.74,2019-02-24,BATCH-6676,2020-12-24
P0122,Powdered Milk 1kg,Dry Goods,1 box,MediHealth,Global Supply Ltd.,932.54,2023-02-17,BATCH-1519,2025-10-12
P0880,Bottled Water 500ml,Perishable,25kg,Dole,AquaLife Corp.,1341.39,2017-10-17,BATCH-3153,2018-11-21
P0660,Canned Tuna 155g,Beverage,1L,Generic,FreshHarvest Co.,1089.86,2023-08-29,BATCH-5735,2024-06-16
P0244,Powdered Milk 1kg,Non-perishable,500ml,Sanicare,MediCare Distributors,146.99,2021-03-12,BATCH-8490,2022-12-17
P0849,Isopropyl Alcohol 500ml,Non-perishable,250ml,Sanicare,SafeMeds Inc.,1386.07,2022-09-26,BATCH-4572,2023-12-01
P0398,Canned Tuna 155g,Non-perishable,1 pack,Dole,MediCare Distributors,1266.3,2021-07-03,BATCH-1553,2023-05-24
P0368,Isopropyl Alcohol 500ml,Consumable,25kg,MediHealth,MediCare Distributors,1331.41,2019-07-03,BATCH-1389,2020-05-23
P0622,Bottled Water 500ml,Perishable,1 box,Generic,Global Supply Ltd.,596.56,2021-03-29,BATCH-5339,2022-02-18
P0458,Hand Sanitizer 250ml,Non-perishable,1L,Sanicare,FreshHarvest Co.,1208.33,2019-08-21,BATCH-9502,2021-12-15
P0270,IV Fluid 1L,Consumable,155g,PrimeGas,FoodLine Services,1149.79,2021-11-06,BATCH-3596,2024-06-08
P0864,IV Fluid 1L,Consumable,1 box,SafePlus,MediCare Distributors,738.24,2019-03-25,BATCH-5671,2019-11-01
P0196,Powdered Milk 1kg,Consumable,155g,Sanicare,Global Supply Ltd.,299.02,2019-11-24,BATCH-4691,2021-10-19
P0136,Powdered Milk 1kg,Dry Goods,25kg,Nestle,AquaLife Corp.,429.79,2020-06-17,BATCH-2572,2021-11-05
P0053,Hand Sanitizer 250ml,Consumable,1kg,Sanicare,Global Supply Ltd.,1496.98,2019-10-03,BATCH-4939,2021-11-13
P0416,Medical Gloves Box,Dry Goods,500ml,Sanicare,Global Supply Ltd.,1332.94,2018-11-18,BATCH-8379,2021-08-19
P0631,Hand Sanitizer 250ml,Beverage,500ml,Dole,FoodLine Services,903.41,2020-04-29,BATCH-1188,2021-03-10
P0005,IV Fluid 1L,Perishable,500ml,Sanicare,SafeMeds Inc.,1264.59,2022-05-27,BATCH-7539,2023-03-10
P0586,Rice 25kg,Consumable,155g,Nestle,FreshHarvest Co.,1377.17,2022-11-06,BATCH-4480,2025-08-27
P0756,Canned Tuna 155g,Beverage,250ml,PrimeGas,Global Supply Ltd.,516.03,2018-05-31,BATCH-5478,2020-12-29
P0643,Bottled Water 500ml,Non-perishable,1L,Nestle,Global Supply Ltd.,821.03,2021-08-20,BATCH-3126,2023-11-11
P0226,Hand Sanitizer 250ml,Beverage,1 box,SafePlus,SafeMeds Inc.,446.04,2017-03-10,BATCH-6460,2018-01-20
P0575,Gas Tank 11kg,Perishable,11kg,SafePlus,FreshHarvest Co.,960.21,2020-09-14,BATCH-3099,2023-02-22
P0497,Rice 25kg,Beverage,1kg,MediHealth,AquaLife Corp.,1423.5,2018-11-29,BATCH-4312,2021-08-17
P0428,IV Fluid 1L,Dry Goods,155g,MediHealth,Global Supply Ltd.,23.99,2020-12-16,BATCH-4105,2022-02-15
P0982,Canned Tuna 155g,Dry Goods,11kg,MediHealth,FreshHarvest Co.,1296.62,2023-05-27,BATCH-1319,2026-04-25
P0644,Paper Towels,Beverage,1 box,Sanicare,FreshHarvest Co.,798.25,2023-11-02,BATCH-7516,2026-01-24
P0822,Rice 25kg,Beverage,250ml,MediHealth,FoodLine Services,751.93,2024-09-15,BATCH-7308,2026-02-17
P0066,Isopropyl Alcohol 500ml,Non-perishable,500ml,Sanicare,AquaLife Corp.,309.68,2024-07-16,BATCH-1958,2027-05-30
P0438,IV Fluid 1L,Consumable,155g,Generic,AquaLife Corp.,1254.05,2022-11-26,BATCH-8300,2025-07-23
P0555,IV Fluid 1L,Consumable,1kg,MediHealth,FreshHarvest Co.,174.58,2022-11-19,BATCH-3338,2024-10-27
P0227,Gas Tank 11kg,Consumable,155g,MediHealth,Global Supply Ltd.,657.69,2022-11-02,BATCH-5246,2023-06-12
P0837,Powdered Milk 1kg,Beverage,155g,MediHealth,MediCare Distributors,560.28,2024-07-27,BATCH-4762,2026-01-13
P0027,Hand Sanitizer 250ml,Non-perishable,1L,SafePlus,FreshHarvest Co.,1038.54,2024-10-01,BATCH-4827,2025-08-12
P0617,Gas Tank 11kg,Consumable,1L,SafePlus,SafeMeds Inc.,172.33,2020-07-22,BATCH-2456,2022-12-15
P0726,Hand Sanitizer 250ml,Beverage,25kg,PrimeGas,FoodLine Services,1128.23,2021-11-30,BATCH-1710,2023-06-04
P0543,Paper Towels,Consumable,500ml,PrimeGas,FreshHarvest Co.,598.26,2022-09-11,BATCH-5784,2024-01-26
P0549,IV Fluid 1L,Non-perishable,1kg,Sanicare,FreshHarvest Co.,1338.21,2024-05-30,BATCH-9529,2026-01-06
P0438,Gas Tank 11kg,Non-perishable,25kg,MediHealth,FoodLine Services,839.16,2024-10-08,BATCH-4765,2026-06-05
P0617,Isopropyl Alcohol 500ml,Beverage,500ml,Sanicare,SafeMeds Inc.,1072.87,2024-01-13,BATCH-9211,2026-12-04
P0450,Powdered Milk 1kg,Consumable,11kg,Dole,FreshHarvest Co.,163.36,2023-10-07,BATCH-7203,2026-01-19
P0238,Bottled Water 500ml,Consumable,1 box,Generic,MediCare Distributors,362.94,2017-09-25,BATCH-8933,2018-12-14
P0825,Rice 25kg,Consumable,11kg,MediHealth,FreshHarvest Co.,278.9,2018-03-15,BATCH-7803,2019-09-03
P0493,Hand Sanitizer 250ml,Non-perishable,250ml,Dole,Global Supply Ltd.,160.76,2019-04-05,BATCH-8793,2020-09-17
P0975,Bottled Water 500ml,Perishable,25kg,Sanicare,SafeMeds Inc.,932.49,2019-02-01,BATCH-3650,2021-05-29
P0557,IV Fluid 1L,Consumable,155g,PrimeGas,AquaLife Corp.,712.24,2018-06-11,BATCH-1997,2020-10-14
P0839,Canned Tuna 155g,Consumable,1 pack,SafePlus,MediCare Distributors,115.83,2018-03-28,BATCH-5740,2020-03-14
P0166,Bottled Water 500ml,Non-perishable,500ml,SafePlus,AquaLife Corp.,1067.72,2017-08-02,BATCH-2262,2018-10-11
P0270,Paper Towels,Beverage,1L,Sanicare,FreshHarvest Co.,1326.89,2021-12-26,BATCH-7213,2023-09-22
P0005,Powdered Milk 1kg,Dry Goods,155g,Dole,MediCare Distributors,1094.96,2024-12-29,BATCH-2482,2026-09-19
P0693,Powdered Milk 1kg,Consumable,1 box,SafePlus,FoodLine Services,1270.82,2017-03-03,BATCH-6731,2019-05-12
P0686,Rice 25kg,Non-perishable,1 pack,Generic,AquaLife Corp.,518.8,2022-02-10,BATCH-1284,2024-09-30
P0720,Medical Gloves Box,Consumable,1 box,PrimeGas,AquaLife Corp.,687.27,2018-07-29,BATCH-5631,2021-04-08
P0712,Rice 25kg,Perishable,1 pack,Nestle,AquaLife Corp.,126.8,2017-07-07,BATCH-2326,2020-05-17
P0650,Powdered Milk 1kg,Dry Goods,1 pack,Dole,FoodLine Services,625.8,2022-05-13,BATCH-2734,2024-11-21
P0647,IV Fluid 1L,Dry Goods,1 box,Dole,FoodLine Services,1282.34,2019-02-24,BATCH-3365,2021-04-20
P0215,Hand Sanitizer 250ml,Beverage,250ml,SafePlus,SafeMeds Inc.,974.02,2023-04-25,BATCH-3652,2024-07-03
P0044,Bottled Water 500ml,Beverage,1kg,Nestle,MediCare Distributors,1112.1,2021-10-15,BATCH-6081,2022-09-06
P0440,Isopropyl Alcohol 500ml,Consumable,250ml,Dole,Global Supply Ltd.,488.75,2018-02-06,BATCH-1716,2020-06-12
P0657,Medical Gloves Box,Beverage,25kg,MediHealth,SafeMeds Inc.,469.38,2023-03-14,BATCH-6472,2025-02-24
P0012,Rice 25kg,Dry Goods,500ml,MediHealth,AquaLife Corp.,730.14,2017-05-12,BATCH-8233,2019-06-06
P0334,Hand Sanitizer 250ml,Consumable,500ml,MediHealth,MediCare Distributors,125.53,2020-11-18,BATCH-3835,2021-12-30
P0384,Medical Gloves Box,Consumable,1 pack,Sanicare,AquaLife Corp.,1127.86,2021-02-09,BATCH-5142,2023-03-23
P0948,Medical Gloves Box,Perishable,1kg,Sanicare,MediCare Distributors,1342.15,2022-08-10,BATCH-4240,2023-09-10
P0224,Gas Tank 11kg,Perishable,25kg,PrimeGas,MediCare Distributors,653.96,2022-09-11,BATCH-9953,2024-01-31
P0224,Medical Gloves Box,Beverage,1kg,Generic,AquaLife Corp.,1240.49,2024-08-12,BATCH-8158,2027-07-07
P0285,Gas Tank 11kg,Perishable,11kg,Dole,AquaLife Corp.,740.64,2022-01-09,BATCH-8682,2023-03-24
P0827,Rice 25kg,Perishable,11kg,MediHealth,Global Supply Ltd.,813.21,2021-07-08,BATCH-9992,2022-08-21
P0136,Gas Tank 11kg,Consumable,1kg,MediHealth,MediCare Distributors,1032.19,2020-08-07,BATCH-7783,2022-07-10
P0322,Bottled Water 500ml,Beverage,1 box,SafePlus,FreshHarvest Co.,835.64,2022-09-11,BATCH-2143,2024-03-11
P0012,Paper Towels,Non-perishable,1L,PrimeGas,FreshHarvest Co.,1276.13,2019-01-05,BATCH-4347,2020-11-04
P0914,Medical Gloves Box,Dry Goods,1 box,Sanicare,MediCare Distributors,104.68,2023-02-01,BATCH-1416,2023-11-12
P0272,IV Fluid 1L,Beverage,155g,MediHealth,SafeMeds Inc.,1354.48,2024-04-08,BATCH-3231,2026-03-08
P0160,Isopropyl Alcohol 500ml,Beverage,155g,Generic,SafeMeds Inc.,518.29,2018-08-16,BATCH-7037,2020-11-11
P0658,Hand Sanitizer 250ml,Non-perishable,1kg,Dole,AquaLife Corp.,57.17,2022-01-22,BATCH-1001,2022-08-13
P0814,Canned Tuna 155g,Consumable,500ml,MediHealth,Global Supply Ltd.,1450.33,2022-04-11,BATCH-5875,2024-09-30
P0607,Isopropyl Alcohol 500ml,Beverage,500ml,Nestle,FoodLine Services,419.65,2019-11-16,BATCH-8173,2020-11-30
P0303,Medical Gloves Box,Perishable,11kg,Dole,FoodLine Services,1472.21,2023-06-12,BATCH-5635,2024-02-29
P0284,Paper Towels,Consumable,155g,Nestle,FoodLine Services,439.14,2020-09-30,BATCH-5195,2023-01-26
P0263,Rice 25kg,Consumable,500ml,PrimeGas,MediCare Distributors,991.2,2021-10-05,BATCH-6137,2024-01-06
P0857,Canned Tuna 155g,Non-perishable,1 pack,Sanicare,AquaLife Corp.,896.78,2019-08-20,BATCH-3663,2022-07-26
P0237,Bottled Water 500ml,Perishable,11kg,PrimeGas,SafeMeds Inc.,198.78,2022-03-17,BATCH-2457,2023-02-05
P0114,Rice 25kg,Non-perishable,1kg,SafePlus,MediCare Distributors,1208.57,2023-07-17,BATCH-1082,2024-02-18
P0396,IV Fluid 1L,Dry Goods,250ml,SafePlus,MediCare Distributors,209.08,2017-05-15,BATCH-5285,2019-08-08
P0367,Powdered Milk 1kg,Beverage,1 pack,SafePlus,FreshHarvest Co.,751.17,2022-12-21,BATCH-9383,2025-03-09
P0345,Canned Tuna 155g,Dry Goods,25kg,Generic,SafeMeds Inc.,651.23,2018-08-06,BATCH-2393,2020-11-30
P0741,Paper Towels,Consumable,1kg,Nestle,MediCare Distributors,1357.8,2024-02-26,BATCH-5150,2026-12-05
P0925,Rice 25kg,Non-perishable,1kg,Nestle,FreshHarvest Co.,708.75,2023-09-13,BATCH-7755,2025-04-09
P0022,Medical Gloves Box,Dry Goods,500ml,Dole,SafeMeds Inc.,152.81,2024-03-08,BATCH-1953,2026-09-02
P0997,Hand Sanitizer 250ml,Beverage,1L,Generic,MediCare Distributors,154.42,2020-12-08,BATCH-9329,2023-06-06
P0767,Gas Tank 11kg,Perishable,250ml,MediHealth,MediCare Distributors,674.54,2022-03-13,BATCH-5982,2024-06-20
P0236,Canned Tuna 155g,Consumable,1L,MediHealth,MediCare Distributors,503.07,2022-09-18,BATCH-3275,2024-04-12
P0156,Bottled Water 500ml,Consumable,11kg,PrimeGas,Global Supply Ltd.,224.45,2021-09-30,BATCH-1463,2024-06-23
P0365,Isopropyl Alcohol 500ml,Consumable,11kg,Generic,MediCare Distributors,460.91,2021-03-10,BATCH-7559,2023-06-19
P0068,Canned Tuna 155g,Perishable,25kg,Dole,SafeMeds Inc.,882.12,2023-02-05,BATCH-4225,2025-01-20
